epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
552,73437.7,0.67219,0.35531,0.83071,0.99831,0.83927,0.9035,0.82528,0.44739,0.27504,0.79565,0.00090902,0.00090902,0.00090902
553,73617.3,0.66895,0.35545,0.83021,0.99827,0.83909,0.90253,0.82403,0.44839,0.27532,0.7955,0.00090704,0.00090704,0.00090704
554,73709.6,0.70035,0.36653,0.83739,0.99866,0.83897,0.90141,0.82214,0.44902,0.276,0.79579,0.00090506,0.00090506,0.00090506
555,73897.1,0.67021,0.35531,0.83544,0.99854,0.83913,0.90149,0.8223,0.44982,0.27567,0.79591,0.00090308,0.00090308,0.00090308
556,74958,0.67793,0.35809,0.83517,0.99833,0.83937,0.90227,0.82358,0.44847,0.27502,0.7957,0.0009011,0.0009011,0.0009011
557,75067,0.6931,0.3618,0.83377,0.99818,0.83938,0.90183,0.8226,0.44863,0.27495,0.79565,0.00089912,0.00089912,0.00089912
558,75214.4,0.68178,0.3588,0.83408,0.99865,0.83906,0.90283,0.82429,0.44714,0.27462,0.79547,0.00089714,0.00089714,0.00089714
559,75306.9,0.66696,0.35309,0.83316,0.99847,0.83917,0.90269,0.82413,0.44725,0.27439,0.7956,0.00089516,0.00089516,0.00089516
560,76109.1,0.68298,0.36087,0.833,0.9984,0.83912,0.90077,0.82236,0.44682,0.27381,0.79546,0.00089318,0.00089318,0.00089318
561,76193.7,0.67034,0.3572,0.82988,0.99855,0.83919,0.9024,0.82408,0.44637,0.27373,0.79524,0.0008912,0.0008912,0.0008912
562,76897,0.68644,0.36144,0.83531,0.99872,0.83899,0.9029,0.82419,0.44706,0.2739,0.79531,0.00088922,0.00088922,0.00088922
563,77058.1,0.67886,0.35919,0.83168,0.99859,0.83909,0.90338,0.8251,0.4473,0.2741,0.79524,0.00088724,0.00088724,0.00088724
564,77764.7,0.68439,0.35955,0.83332,0.99845,0.83918,0.90197,0.82337,0.44785,0.27431,0.79534,0.00088526,0.00088526,0.00088526
565,77869.9,0.68078,0.36016,0.83475,0.99857,0.83913,0.90323,0.8248,0.44689,0.27393,0.79515,0.00088328,0.00088328,0.00088328
566,78047.8,0.68535,0.36125,0.83034,0.99865,0.83915,0.90331,0.82538,0.44549,0.27304,0.79493,0.0008813,0.0008813,0.0008813
567,78124.1,0.65899,0.35159,0.83088,0.99878,0.83908,0.90264,0.82492,0.44487,0.27318,0.795,0.00087932,0.00087932,0.00087932
568,78213.7,0.6751,0.35653,0.8323,0.99894,0.83883,0.90315,0.82536,0.44421,0.27248,0.79499,0.00087734,0.00087734,0.00087734
569,78277.2,0.68592,0.35973,0.83455,0.9988,0.83875,0.90261,0.8242,0.44635,0.27324,0.79512,0.00087536,0.00087536,0.00087536
570,78416.6,0.68085,0.35952,0.83493,0.99873,0.83878,0.90102,0.82242,0.44693,0.27383,0.79507,0.00087338,0.00087338,0.00087338
571,78510.1,0.7068,0.36781,0.83414,0.99881,0.83885,0.90227,0.82304,0.44898,0.27428,0.79521,0.0008714,0.0008714,0.0008714
572,78590.7,0.67774,0.35928,0.8376,0.99842,0.8391,0.90264,0.82452,0.44572,0.2735,0.79483,0.00086942,0.00086942,0.00086942
573,78702.8,0.68444,0.36068,0.83501,0.99876,0.83896,0.90191,0.824,0.44474,0.2734,0.79473,0.00086744,0.00086744,0.00086744
574,78801.8,0.68076,0.35703,0.8307,0.99882,0.83888,0.90206,0.82392,0.44496,0.27316,0.79485,0.00086546,0.00086546,0.00086546
575,78910.6,0.69061,0.36159,0.83207,0.99876,0.83881,0.90305,0.82579,0.44171,0.27258,0.79435,0.00086348,0.00086348,0.00086348
576,78996.8,0.67646,0.35841,0.83735,0.99882,0.83881,0.90248,0.82478,0.44242,0.27264,0.79441,0.0008615,0.0008615,0.0008615
577,79094.1,0.69786,0.36522,0.83608,0.99855,0.83921,0.90193,0.82398,0.44293,0.27242,0.79457,0.00085952,0.00085952,0.00085952
578,79994.9,0.66595,0.35193,0.83109,0.99883,0.83908,0.90086,0.82311,0.4417,0.27191,0.79466,0.00085754,0.00085754,0.00085754
579,80106.4,0.67806,0.35753,0.82967,0.99897,0.83897,0.90027,0.82272,0.44162,0.2718,0.79448,0.00085556,0.00085556,0.00085556
580,80280.3,0.67114,0.35389,0.83242,0.99888,0.83917,0.90033,0.82228,0.44302,0.27218,0.7946,0.00085358,0.00085358,0.00085358
581,80372.7,0.69008,0.3627,0.83084,0.99866,0.83923,0.8998,0.82191,0.44238,0.27223,0.79456,0.0008516,0.0008516,0.0008516
582,80483.8,0.67485,0.35661,0.83012,0.99876,0.83915,0.90065,0.82293,0.44163,0.27188,0.79435,0.00084962,0.00084962,0.00084962
583,80560.7,0.69709,0.363,0.83337,0.99881,0.83917,0.9006,0.82246,0.44274,0.27223,0.79439,0.00084764,0.00084764,0.00084764
584,80649.1,0.68445,0.36003,0.83334,0.99871,0.83927,0.90181,0.82385,0.44346,0.27274,0.79434,0.00084566,0.00084566,0.00084566
585,80741.2,0.68083,0.35994,0.8327,0.99879,0.83915,0.90144,0.82412,0.4421,0.27246,0.79421,0.00084368,0.00084368,0.00084368
586,80813.8,0.65277,0.34874,0.83229,0.9989,0.83918,0.90109,0.82356,0.44145,0.27194,0.79441,0.0008417,0.0008417,0.0008417
587,80897,0.67664,0.35745,0.83049,0.99884,0.83918,0.90127,0.8244,0.43883,0.27079,0.79418,0.00083972,0.00083972,0.00083972
588,81009.8,0.65534,0.34934,0.83013,0.99893,0.83919,0.9007,0.82345,0.4395,0.27068,0.79409,0.00083774,0.00083774,0.00083774
589,81097.5,0.66275,0.35102,0.82985,0.99907,0.83927,0.8993,0.82192,0.4396,0.27089,0.79411,0.00083576,0.00083576,0.00083576
590,81205.2,0.68373,0.36083,0.83468,0.99896,0.83903,0.899,0.82158,0.4384,0.27077,0.79388,0.00083378,0.00083378,0.00083378
591,81336.1,0.67815,0.35812,0.83103,0.9989,0.83904,0.89892,0.82101,0.44062,0.27109,0.79414,0.0008318,0.0008318,0.0008318
592,81855.2,0.65008,0.34812,0.83182,0.99884,0.83902,0.90008,0.82238,0.44069,0.27153,0.79396,0.00082982,0.00082982,0.00082982
593,82057,0.65781,0.34968,0.82937,0.99857,0.8391,0.90053,0.82289,0.4412,0.27135,0.79401,0.00082784,0.00082784,0.00082784
594,82173.9,0.66765,0.35416,0.82764,0.99859,0.83917,0.90065,0.82317,0.44042,0.27084,0.79385,0.00082586,0.00082586,0.00082586
595,82568.2,0.68313,0.36094,0.83433,0.99861,0.83918,0.90234,0.82501,0.44072,0.27065,0.79379,0.00082388,0.00082388,0.00082388
596,82704.4,0.68377,0.35793,0.8326,0.99835,0.83931,0.90077,0.82308,0.44195,0.27124,0.79398,0.0008219,0.0008219,0.0008219
597,82824.3,0.68696,0.36032,0.83242,0.99859,0.83911,0.90149,0.82452,0.44032,0.27086,0.79376,0.00081992,0.00081992,0.00081992
598,82920.6,0.68273,0.35663,0.8316,0.99847,0.83917,0.90138,0.82388,0.44121,0.2712,0.79403,0.00081794,0.00081794,0.00081794
599,83009.9,0.67782,0.3583,0.83565,0.99901,0.83889,0.90265,0.82566,0.439,0.27081,0.79393,0.00081596,0.00081596,0.00081596
600,83093.9,0.66884,0.35495,0.83263,0.99881,0.8391,0.90249,0.82539,0.44046,0.27105,0.79391,0.00081398,0.00081398,0.00081398
601,83171.7,0.68122,0.35839,0.83637,0.99856,0.83915,0.90121,0.82376,0.44158,0.27133,0.79406,0.000812,0.000812,0.000812
602,83633.7,0.68932,0.36108,0.83348,0.9987,0.83913,0.90158,0.82416,0.44093,0.27126,0.79387,0.00081002,0.00081002,0.00081002
603,83775.6,0.66295,0.35273,0.8317,0.99866,0.83913,0.90141,0.82397,0.43997,0.27062,0.79372,0.00080804,0.00080804,0.00080804
604,84017,0.67047,0.35461,0.82954,0.99899,0.83885,0.90227,0.82513,0.4391,0.2703,0.7937,0.00080606,0.00080606,0.00080606
605,84134.1,0.68856,0.36006,0.83484,0.99873,0.83897,0.90156,0.82426,0.43873,0.27009,0.7936,0.00080408,0.00080408,0.00080408
606,84208,0.6681,0.35386,0.82943,0.99884,0.83896,0.90243,0.82569,0.43745,0.2694,0.79342,0.0008021,0.0008021,0.0008021
607,84333.5,0.65626,0.35007,0.82875,0.99885,0.83904,0.9032,0.82707,0.43628,0.26874,0.79332,0.00080012,0.00080012,0.00080012
608,84435.4,0.66246,0.3514,0.83123,0.99886,0.83911,0.90223,0.82613,0.43657,0.26865,0.79334,0.00079814,0.00079814,0.00079814
609,84503.5,0.67062,0.35368,0.8312,0.99891,0.83898,0.90176,0.82577,0.43687,0.26937,0.79321,0.00079616,0.00079616,0.00079616
610,84588.8,0.67811,0.35648,0.82814,0.99888,0.839,0.90152,0.82488,0.4377,0.26938,0.79327,0.00079418,0.00079418,0.00079418
611,84705.3,0.68614,0.35854,0.83723,0.99859,0.83921,0.90105,0.82494,0.43696,0.26926,0.7931,0.0007922,0.0007922,0.0007922
612,84808.8,0.67543,0.35535,0.83146,0.99856,0.83923,0.90153,0.82479,0.43692,0.2693,0.7932,0.00079022,0.00079022,0.00079022
613,84930,0.66226,0.35118,0.82895,0.99887,0.83909,0.9012,0.82456,0.43717,0.269,0.79335,0.00078824,0.00078824,0.00078824
614,85039.4,0.65351,0.34793,0.83111,0.99851,0.83923,0.90179,0.8254,0.43609,0.2687,0.79309,0.00078626,0.00078626,0.00078626
615,85125.2,0.65268,0.34847,0.8259,0.99864,0.83925,0.90177,0.82618,0.43462,0.26799,0.79296,0.00078428,0.00078428,0.00078428
616,85219.3,0.66878,0.35351,0.83132,0.99861,0.83931,0.90231,0.8269,0.43412,0.26803,0.79282,0.0007823,0.0007823,0.0007823
617,85282.4,0.66543,0.35248,0.82969,0.99864,0.83934,0.90321,0.82799,0.43457,0.26834,0.7928,0.00078032,0.00078032,0.00078032
618,85353,0.65621,0.34916,0.82944,0.99845,0.83934,0.90215,0.82687,0.43379,0.26775,0.79276,0.00077834,0.00077834,0.00077834
619,85430.2,0.64858,0.34637,0.82974,0.99852,0.83928,0.90199,0.82665,0.43341,0.2678,0.79258,0.00077636,0.00077636,0.00077636
620,85549.1,0.66741,0.35454,0.82736,0.99852,0.83922,0.90137,0.82623,0.43324,0.26749,0.7925,0.00077438,0.00077438,0.00077438
621,85791.2,0.65599,0.34859,0.83014,0.99827,0.8394,0.90075,0.82564,0.43307,0.26723,0.7925,0.0007724,0.0007724,0.0007724
622,85873.7,0.67038,0.35275,0.83318,0.99839,0.83946,0.9001,0.82424,0.43482,0.26788,0.79273,0.00077042,0.00077042,0.00077042
623,86018.9,0.67912,0.35584,0.83012,0.99847,0.83938,0.90008,0.82406,0.43643,0.26829,0.79291,0.00076844,0.00076844,0.00076844
624,86116.4,0.67198,0.35252,0.82981,0.99856,0.8395,0.8997,0.82384,0.4349,0.26798,0.79273,0.00076646,0.00076646,0.00076646
625,86192.5,0.67529,0.35528,0.83246,0.99859,0.83951,0.89923,0.82325,0.43526,0.26792,0.79274,0.00076448,0.00076448,0.00076448
626,86302.9,0.67161,0.35507,0.83174,0.99821,0.83946,0.8984,0.82225,0.43544,0.26829,0.79282,0.0007625,0.0007625,0.0007625
627,86415.5,0.65198,0.34648,0.82984,0.99852,0.83936,0.89989,0.82387,0.43495,0.26803,0.7928,0.00076052,0.00076052,0.00076052
628,86511.9,0.66271,0.35256,0.82808,0.99849,0.83936,0.90117,0.82623,0.43177,0.26672,0.79235,0.00075854,0.00075854,0.00075854
629,86597.3,0.658,0.34889,0.83159,0.9987,0.83941,0.90162,0.82757,0.4305,0.26631,0.79219,0.00075656,0.00075656,0.00075656
630,86670.7,0.67219,0.35396,0.82847,0.99859,0.83945,0.90169,0.82745,0.42979,0.26599,0.79219,0.00075458,0.00075458,0.00075458
631,86827.5,0.66859,0.35206,0.8305,0.99844,0.83949,0.90088,0.82596,0.43093,0.26672,0.79235,0.0007526,0.0007526,0.0007526
632,87003.9,0.65337,0.34728,0.8279,0.99859,0.83934,0.90165,0.82691,0.43015,0.26617,0.79235,0.00075062,0.00075062,0.00075062
633,87102.3,0.64236,0.34331,0.82506,0.99875,0.83931,0.90208,0.8281,0.42952,0.26586,0.79218,0.00074864,0.00074864,0.00074864
634,87172.2,0.64987,0.34536,0.82657,0.99874,0.83942,0.90221,0.82826,0.42971,0.2657,0.79209,0.00074666,0.00074666,0.00074666
635,87241.2,0.64549,0.34395,0.82556,0.99859,0.83947,0.90171,0.82756,0.42999,0.2659,0.7919,0.00074468,0.00074468,0.00074468
636,88174,0.63986,0.34365,0.83086,0.99877,0.83942,0.90119,0.82717,0.42803,0.26526,0.79172,0.0007427,0.0007427,0.0007427
637,88307.1,0.66781,0.3522,0.82959,0.99872,0.8394,0.90091,0.82704,0.42743,0.26526,0.79174,0.00074072,0.00074072,0.00074072
638,88392.7,0.66102,0.3492,0.82951,0.99876,0.83938,0.90082,0.82664,0.42804,0.26484,0.79179,0.00073874,0.00073874,0.00073874
639,88460.1,0.64078,0.34285,0.82386,0.99885,0.83928,0.90113,0.82728,0.427,0.26426,0.7917,0.00073676,0.00073676,0.00073676
640,88521.9,0.66007,0.35032,0.82674,0.99891,0.83934,0.90231,0.82875,0.42659,0.26436,0.79145,0.00073478,0.00073478,0.00073478
641,88614.7,0.64684,0.34521,0.82945,0.99888,0.83924,0.90173,0.82775,0.42735,0.26457,0.79145,0.0007328,0.0007328,0.0007328
642,88675.6,0.64538,0.34384,0.82506,0.99865,0.83922,0.90375,0.82988,0.42776,0.26466,0.79146,0.00073082,0.00073082,0.00073082
643,88942.2,0.66975,0.35332,0.82823,0.99867,0.83938,0.90235,0.82801,0.42772,0.26451,0.7914,0.00072884,0.00072884,0.00072884
644,89030.9,0.64647,0.3455,0.82502,0.99879,0.83925,0.90336,0.82952,0.42659,0.26392,0.79131,0.00072686,0.00072686,0.00072686
645,89118.3,0.64817,0.34546,0.8285,0.99861,0.83937,0.90352,0.82985,0.42654,0.26367,0.79144,0.00072488,0.00072488,0.00072488
646,89321.5,0.65092,0.34744,0.82572,0.99864,0.83932,0.90291,0.82933,0.42721,0.26401,0.79142,0.0007229,0.0007229,0.0007229
647,89409.5,0.63903,0.34187,0.82726,0.99876,0.83923,0.90259,0.82928,0.42689,0.26418,0.7913,0.00072092,0.00072092,0.00072092
648,89503.8,0.63667,0.34111,0.82501,0.99869,0.83936,0.90353,0.82989,0.42697,0.26421,0.79126,0.00071894,0.00071894,0.00071894
649,89598.7,0.64296,0.34477,0.82677,0.99891,0.83938,0.90333,0.82986,0.42632,0.26374,0.79129,0.00071696,0.00071696,0.00071696
650,89773.5,0.64656,0.3446,0.82499,0.99897,0.83932,0.90208,0.82877,0.42512,0.26352,0.7911,0.00071498,0.00071498,0.00071498
651,89879.6,0.64196,0.34317,0.82686,0.99896,0.83928,0.90298,0.82942,0.42639,0.26364,0.7912,0.000713,0.000713,0.000713
652,89986,0.63792,0.34362,0.82554,0.99897,0.83918,0.90291,0.83005,0.42495,0.26316,0.79106,0.00071102,0.00071102,0.00071102
653,90044.7,0.64897,0.34616,0.82579,0.99886,0.83928,0.90382,0.83081,0.42592,0.26315,0.79113,0.00070904,0.00070904,0.00070904
654,90230.7,0.64981,0.34619,0.82605,0.99896,0.83922,0.90304,0.82997,0.42511,0.26319,0.79101,0.00070706,0.00070706,0.00070706
655,90301.9,0.65416,0.34735,0.82511,0.99891,0.83925,0.90266,0.8296,0.42421,0.26285,0.7909,0.00070508,0.00070508,0.00070508
656,90379.4,0.64593,0.34562,0.82752,0.99882,0.83928,0.90348,0.83029,0.42575,0.26293,0.7909,0.0007031,0.0007031,0.0007031
657,90476.8,0.64007,0.34143,0.82546,0.99872,0.8393,0.90397,0.83113,0.42477,0.26256,0.79078,0.00070112,0.00070112,0.00070112
658,90812,0.63543,0.34078,0.82825,0.99878,0.83925,0.90278,0.83032,0.42358,0.26233,0.79059,0.00069914,0.00069914,0.00069914
659,91003.2,0.63361,0.34037,0.82242,0.99875,0.83932,0.90294,0.83049,0.42333,0.26215,0.79048,0.00069716,0.00069716,0.00069716
660,91088,0.6498,0.34577,0.82673,0.99896,0.83927,0.90389,0.83127,0.42317,0.26212,0.79042,0.00069518,0.00069518,0.00069518
661,91222.5,0.63497,0.34038,0.82526,0.99885,0.83932,0.90328,0.83039,0.42376,0.2619,0.79059,0.0006932,0.0006932,0.0006932
662,91327,0.63744,0.34223,0.82694,0.99875,0.83929,0.90241,0.82948,0.42305,0.26182,0.79056,0.00069122,0.00069122,0.00069122
663,91415.5,0.65847,0.34678,0.82769,0.99892,0.83936,0.90381,0.83049,0.42511,0.26247,0.79073,0.00068924,0.00068924,0.00068924
664,91498.4,0.63413,0.33961,0.8264,0.99899,0.83934,0.9031,0.82976,0.42486,0.26243,0.79078,0.00068726,0.00068726,0.00068726
665,91571.4,0.63547,0.34072,0.8272,0.99884,0.83932,0.90341,0.83037,0.42378,0.26205,0.7908,0.00068528,0.00068528,0.00068528
666,91700,0.65046,0.34538,0.82522,0.99884,0.83933,0.90312,0.8304,0.42278,0.26155,0.79065,0.0006833,0.0006833,0.0006833
667,91783.6,0.644,0.3438,0.82658,0.99903,0.83929,0.90299,0.82994,0.42309,0.26155,0.79062,0.00068132,0.00068132,0.00068132
668,91912.7,0.62513,0.33644,0.82293,0.99901,0.8393,0.90295,0.83026,0.42312,0.26148,0.79073,0.00067934,0.00067934,0.00067934
669,92034.1,0.6332,0.34053,0.82336,0.99905,0.83932,0.90307,0.83078,0.42107,0.26087,0.7904,0.00067736,0.00067736,0.00067736
670,93061.9,0.64273,0.34443,0.82669,0.99892,0.83935,0.9028,0.83095,0.42044,0.26052,0.79029,0.00067538,0.00067538,0.00067538
671,93216.2,0.65149,0.34728,0.82532,0.99887,0.83935,0.90114,0.82838,0.42181,0.26096,0.79035,0.0006734,0.0006734,0.0006734
672,93288.2,0.63657,0.34005,0.82732,0.99904,0.83926,0.90076,0.82799,0.4208,0.26077,0.79024,0.00067142,0.00067142,0.00067142
673,93380.8,0.63562,0.33925,0.82375,0.99902,0.83929,0.90176,0.82967,0.42019,0.26043,0.79012,0.00066944,0.00066944,0.00066944
674,93464.3,0.63411,0.33882,0.82276,0.99898,0.8393,0.90164,0.82908,0.42009,0.26037,0.78998,0.00066746,0.00066746,0.00066746
675,93551.2,0.64699,0.34379,0.82487,0.99897,0.83939,0.90203,0.83015,0.41952,0.26041,0.78993,0.00066548,0.00066548,0.00066548
676,93642.7,0.63203,0.33865,0.82474,0.99902,0.83933,0.90228,0.83059,0.41936,0.26048,0.78991,0.0006635,0.0006635,0.0006635
677,93871.6,0.62783,0.33722,0.8248,0.99908,0.83925,0.90302,0.8316,0.41886,0.25993,0.78987,0.00066152,0.00066152,0.00066152
678,93964.4,0.64518,0.34399,0.82482,0.99912,0.83928,0.90335,0.8318,0.41893,0.25974,0.78986,0.00065954,0.00065954,0.00065954
679,94121.6,0.63102,0.33885,0.82507,0.99911,0.83931,0.90343,0.83204,0.4188,0.25958,0.78982,0.00065756,0.00065756,0.00065756
680,94195.7,0.65091,0.34646,0.82721,0.99917,0.83927,0.90331,0.83185,0.41804,0.2596,0.78972,0.00065558,0.00065558,0.00065558
681,94490.5,0.6421,0.34148,0.82541,0.99903,0.83932,0.90373,0.83231,0.41802,0.25967,0.78972,0.0006536,0.0006536,0.0006536
682,94583.8,0.62847,0.33742,0.82297,0.99889,0.83928,0.90296,0.83105,0.41924,0.26022,0.78983,0.00065162,0.00065162,0.00065162
683,94669.1,0.66601,0.34992,0.82956,0.99892,0.8392,0.90341,0.83189,0.41852,0.26003,0.7898,0.00064964,0.00064964,0.00064964
684,94764.7,0.62502,0.33505,0.82459,0.99893,0.83928,0.90302,0.83148,0.41796,0.26007,0.78968,0.00064766,0.00064766,0.00064766
685,94914.8,0.62461,0.33581,0.82427,0.99895,0.83915,0.90241,0.83103,0.41726,0.25958,0.7896,0.00064568,0.00064568,0.00064568
686,95026.4,0.6391,0.34234,0.82556,0.99893,0.83924,0.90211,0.83091,0.41663,0.25901,0.78943,0.0006437,0.0006437,0.0006437
687,95206.9,0.64665,0.34395,0.82353,0.99904,0.8393,0.90153,0.83015,0.41657,0.25897,0.78948,0.00064172,0.00064172,0.00064172
688,95294.1,0.64172,0.34239,0.82802,0.9991,0.83925,0.90112,0.82976,0.41671,0.25899,0.78946,0.00063974,0.00063974,0.00063974
689,95341.5,0.61873,0.33287,0.8235,0.99896,0.83927,0.90152,0.83029,0.41684,0.25902,0.78938,0.00063776,0.00063776,0.00063776
690,95456.2,0.63321,0.33938,0.82453,0.99891,0.8393,0.90184,0.83089,0.41596,0.25856,0.7893,0.00063578,0.00063578,0.00063578
691,95560.4,0.64486,0.34378,0.82744,0.99896,0.83933,0.90236,0.83185,0.41541,0.25869,0.78928,0.0006338,0.0006338,0.0006338
692,96342.3,0.63906,0.3402,0.82623,0.99922,0.83923,0.90176,0.8303,0.41695,0.25886,0.78948,0.00063182,0.00063182,0.00063182
693,96436.3,0.62721,0.33695,0.82327,0.99912,0.83917,0.90069,0.82939,0.41572,0.25853,0.78931,0.00062984,0.00062984,0.00062984
694,96529.3,0.64745,0.34433,0.82619,0.99911,0.83918,0.90027,0.8287,0.41598,0.25841,0.78929,0.00062786,0.00062786,0.00062786
695,97135.7,0.65705,0.34547,0.82678,0.99919,0.83908,0.90162,0.83034,0.41586,0.25857,0.78921,0.00062588,0.00062588,0.00062588
696,97206,0.64343,0.34146,0.82529,0.99896,0.83921,0.90155,0.83019,0.41657,0.25875,0.78929,0.0006239,0.0006239,0.0006239
697,97289.5,0.63448,0.33977,0.82706,0.99904,0.83923,0.90204,0.83114,0.41546,0.25865,0.78916,0.00062192,0.00062192,0.00062192
698,97366.2,0.64101,0.34101,0.82636,0.99899,0.83928,0.90263,0.8316,0.41593,0.25836,0.78928,0.00061994,0.00061994,0.00061994
699,97450.4,0.63625,0.33915,0.82354,0.99879,0.83931,0.90267,0.8315,0.41552,0.2582,0.78924,0.00061796,0.00061796,0.00061796
700,97528.8,0.634,0.33988,0.82579,0.99896,0.8392,0.9028,0.83173,0.41586,0.25852,0.78929,0.00061598,0.00061598,0.00061598
701,97631.7,0.66285,0.34952,0.83015,0.99907,0.83915,0.90306,0.83194,0.41563,0.25881,0.78931,0.000614,0.000614,0.000614
702,97723,0.62873,0.33726,0.82658,0.99906,0.83916,0.90391,0.83257,0.41516,0.25808,0.78929,0.00061202,0.00061202,0.00061202
703,97866.2,0.63978,0.34126,0.8241,0.99889,0.83922,0.9036,0.83247,0.41574,0.2583,0.78931,0.00061004,0.00061004,0.00061004
704,97945.5,0.62124,0.3354,0.82465,0.99886,0.83927,0.90296,0.83171,0.41491,0.25772,0.78922,0.00060806,0.00060806,0.00060806
705,98036.1,0.6358,0.3397,0.82284,0.99896,0.83925,0.90251,0.83143,0.41461,0.25766,0.78909,0.00060608,0.00060608,0.00060608
706,98098.6,0.64048,0.34175,0.82282,0.99894,0.83925,0.90277,0.83199,0.41409,0.25743,0.78899,0.0006041,0.0006041,0.0006041
707,98177.7,0.63156,0.33865,0.8246,0.99892,0.83932,0.90266,0.83205,0.4143,0.25737,0.78895,0.00060212,0.00060212,0.00060212
708,98276.3,0.63783,0.33834,0.82433,0.99885,0.83937,0.90297,0.83219,0.41409,0.25724,0.78889,0.00060014,0.00060014,0.00060014
709,98344.2,0.65306,0.34351,0.82654,0.99877,0.83943,0.90261,0.83199,0.41408,0.25744,0.78891,0.00059816,0.00059816,0.00059816
710,98419.5,0.65745,0.34623,0.82599,0.99881,0.83951,0.90218,0.83143,0.4143,0.25777,0.78892,0.00059618,0.00059618,0.00059618
711,98516.8,0.6262,0.33562,0.8223,0.99873,0.83954,0.9015,0.83074,0.41367,0.25725,0.7889,0.0005942,0.0005942,0.0005942
712,98577.5,0.63915,0.34128,0.82386,0.99869,0.83949,0.90177,0.83085,0.41285,0.25693,0.78879,0.00059222,0.00059222,0.00059222
713,98685.9,0.63676,0.34061,0.82526,0.99866,0.83949,0.90211,0.83115,0.41302,0.25694,0.78881,0.00059024,0.00059024,0.00059024
714,98771.6,0.62307,0.33598,0.82233,0.99864,0.83952,0.90236,0.83177,0.4135,0.257,0.78879,0.00058826,0.00058826,0.00058826
715,98868.4,0.61338,0.33156,0.81955,0.99871,0.83948,0.90271,0.83239,0.41198,0.25672,0.78867,0.00058628,0.00058628,0.00058628
716,98928,0.61193,0.33175,0.82024,0.99878,0.83944,0.90296,0.83305,0.41137,0.25649,0.78851,0.0005843,0.0005843,0.0005843
717,99002.9,0.61382,0.33165,0.82208,0.99873,0.83946,0.90261,0.83295,0.41159,0.25659,0.78847,0.00058232,0.00058232,0.00058232
718,99089.8,0.60834,0.32838,0.82205,0.99868,0.83938,0.90281,0.83307,0.41099,0.2565,0.78836,0.00058034,0.00058034,0.00058034
719,99170.1,0.62497,0.33507,0.82469,0.99878,0.83932,0.90312,0.83333,0.41106,0.25622,0.7883,0.00057836,0.00057836,0.00057836
720,99244.2,0.6686,0.34891,0.82903,0.99877,0.83944,0.90301,0.83273,0.41194,0.25626,0.78843,0.00057638,0.00057638,0.00057638
721,99335,0.65124,0.34369,0.8244,0.99865,0.83947,0.90264,0.83164,0.41464,0.25709,0.78877,0.0005744,0.0005744,0.0005744
722,99465.5,0.63782,0.33815,0.82452,0.99869,0.8394,0.90251,0.8317,0.41369,0.25682,0.78866,0.00057242,0.00057242,0.00057242
723,99530.3,0.6448,0.3416,0.82463,0.99885,0.83937,0.90245,0.83188,0.41297,0.25667,0.78858,0.00057044,0.00057044,0.00057044
724,99610.7,0.61994,0.33323,0.82115,0.99891,0.83935,0.90236,0.83196,0.41263,0.25669,0.78854,0.00056846,0.00056846,0.00056846
725,99770.4,0.61591,0.33293,0.82268,0.99878,0.83936,0.9027,0.83274,0.41125,0.2564,0.7884,0.00056648,0.00056648,0.00056648
726,99870.4,0.62234,0.334,0.82236,0.99872,0.83948,0.90289,0.83305,0.41055,0.25596,0.78825,0.0005645,0.0005645,0.0005645
727,99975,0.62378,0.33575,0.82269,0.9989,0.83937,0.90197,0.8322,0.40996,0.25577,0.78822,0.00056252,0.00056252,0.00056252
728,100261,0.62385,0.33593,0.82208,0.99906,0.83934,0.902,0.83199,0.4108,0.25599,0.78829,0.00056054,0.00056054,0.00056054
729,100335,0.63013,0.3377,0.82388,0.99911,0.83936,0.90152,0.83146,0.41101,0.25583,0.7882,0.00055856,0.00055856,0.00055856
730,100417,0.63267,0.33989,0.82249,0.99917,0.83922,0.90169,0.83184,0.40993,0.25549,0.78799,0.00055658,0.00055658,0.00055658
731,100509,0.61699,0.33282,0.82318,0.99923,0.83915,0.90207,0.8323,0.40981,0.2555,0.7879,0.0005546,0.0005546,0.0005546
732,100570,0.61275,0.33169,0.82284,0.99921,0.8392,0.90267,0.833,0.40968,0.25544,0.78796,0.00055262,0.00055262,0.00055262
733,100950,0.62286,0.33497,0.82344,0.99907,0.83922,0.90319,0.83363,0.40955,0.25534,0.78798,0.00055064,0.00055064,0.00055064
734,101024,0.62989,0.33697,0.8232,0.99912,0.83923,0.90316,0.8337,0.40946,0.25554,0.78795,0.00054866,0.00054866,0.00054866
735,101124,0.62465,0.3355,0.82332,0.99896,0.83928,0.90339,0.83392,0.40955,0.25519,0.78794,0.00054668,0.00054668,0.00054668
736,101253,0.61785,0.33235,0.82231,0.99909,0.83926,0.90338,0.83378,0.40933,0.25482,0.78802,0.0005447,0.0005447,0.0005447
737,101335,0.623,0.33436,0.82272,0.99915,0.83923,0.90317,0.83383,0.4093,0.25495,0.78806,0.00054272,0.00054272,0.00054272
